bodyType,brand,color,engineDisplacement,enginePower,fuelType,mileage,modelDate,model_info,numberOfDoors,sell_id,vehicleTransmission,vhp,gear,wheel,price,sample
седан long,MERCEDES,чёрный,4.7,435,бензин,126500,2013,S_KLASSE,4.0,1101713670,автоматическая,Оригинал,полный,Левый,1680000,1
купе,MERCEDES,белый,1.6,150,бензин,16754,2017,C_KLASSE,2.0,1102033038,автоматическая,Оригинал,задний,Левый,2449000,1
седан,MERCEDES,белый,3.0,231,бензин,108530,2009,E_KLASSE,4.0,1102633514,автоматическая,Оригинал,задний,Левый,950000,1
купе-хардтоп,MERCEDES,белый,4.7,435,бензин,135000,2011,CL_KLASSE,2.0,1102313757,автоматическая,Оригинал,полный,Левый,2175000,1
седан,MERCEDES,чёрный,2.0,72,дизель,478000,1987,W124,4.0,1099154348,механическая,Оригинал,задний,Левый,250000,1
внедорожник 5 дв.,MERCEDES,чёрный,3.0,211,дизель,98445,2014,G_KLASSE,5.0,1102554533,автоматическая,Оригинал,полный,Левый,4400000,1
внедорожник 5 дв.,MERCEDES,чёрный,2.0,245,дизель,16550,2020,GLC_KLASSE,5.0,1102045642,автоматическая,Оригинал,полный,Левый,4350000,1
купе,MERCEDES,синий,3.0,390,бензин,15500,2019,C_KLASSE_AMG,2.0,1101280036,автоматическая,Оригинал,полный,Левый,4250000,1
лифтбек gran turismo,BMW,белый,3.0,306,бензин,174000,2009,5ER,5.0,1102364456,автоматическая,Дубликат,задний,Левый,1000000,1
седан,BMW,чёрный,2.0,122,дизель,220000,2007,3ER,4.0,1101822235,механическая,Оригинал,задний,Левый,650000,1
лифтбек gran turismo,BMW,чёрный,3.0,306,бензин,61500,2012,5ER,5.0,1091885270,автоматическая,Оригинал,полный,Левый,1650000,1
внедорожник 5 дв.,BMW,белый,3.0,272,бензин,350000,2008,X5,5.0,1102503231,автоматическая,Оригинал,полный,Левый,870000,1
внедорожник 5 дв.,BMW,чёрный,3.0,306,бензин,123000,2012,X6,5.0,1102616201,автоматическая,Оригинал,полный,Левый,1875000,1
седан,BMW,чёрный,2.0,177,дизель,240000,2008,5ER,4.0,1102319247,автоматическая,Дубликат,задний,Левый,780000,1
седан,BMW,золотистый,2.5,218,бензин,235000,2007,3ER,4.0,1102320618,автоматическая,Оригинал,полный,Левый,580000,1
седан,BMW,белый,2.5,204,бензин,230000,2010,5ER,4.0,1102520383,автоматическая,Оригинал,задний,Левый,990000,1
седан,BMW,чёрный,2.0,184,бензин,61000,2014,3ER,4.0,1102491879,автоматическая,Оригинал,задний,Левый,1600000,1
внедорожник 5 дв.,BMW,серый,3.0,249,дизель,190000,2014,X5,5.0,1102566642,автоматическая,Оригинал,полный,Левый,2635000,1
седан,BMW,серый,3.0,249,дизель,78001,2018,5ER,4.0,1102385727,автоматическая,Оригинал,полный,Левый,3430000,1
внедорожник 5 дв.,BMW,чёрный,3.0,313,дизель,85000,2017,X6,5.0,1102625224,автоматическая,Оригинал,полный,Левый,3900000,1
внедорожник 5 дв.,BMW,серый,4.8,355,бензин,330000,2007,X5,5.0,1102412901,автоматическая,Дубликат,полный,Левый,830000,1
седан,BMW,синий,2.0,184,бензин,119000,2014,3ER,4.0,1101738590,автоматическая,Оригинал,полный,Левый,1600000,1
седан,BMW,синий,2.0,245,бензин,135000,2012,5ER,4.0,1095172218,автоматическая,Оригинал,задний,Левый,1250000,1
внедорожник 5 дв.,BMW,коричневый,2.0,245,бензин,245000,2011,X1,5.0,1101962511,автоматическая,Оригинал,полный,Левый,1050000,1
седан,BMW,серебристый,2.5,170,бензин,264000,2000,5ER,4.0,1099997222,автоматическая,Оригинал,задний,Левый,270000,1
седан,BMW,серый,2.0,184,бензин,74000,2014,5ER,4.0,1100111750,автоматическая,Оригинал,задний,Левый,1760000,1
внедорожник 5 дв.,BMW,чёрный,2.0,190,дизель,19000,2017,X4,5.0,1094662674,автоматическая,Оригинал,полный,Левый,3150000,1
внедорожник 5 дв.,BMW,чёрный,3.0,272,бензин,222580,2010,X5,5.0,1102139078,автоматическая,Оригинал,полный,Левый,1000000,1
лифтбек gran turismo,BMW,чёрный,2.0,190,дизель,36000,2018,6ER,5.0,1101742390,автоматическая,Оригинал,полный,Левый,3600000,1
внедорожник 5 дв.,BMW,синий,3.0,306,бензин,113489,2013,X6,5.0,1102569387,автоматическая,Оригинал,полный,Левый,1850000,1
внедорожник 5 дв.,BMW,чёрный,3.0,306,бензин,26000,2008,X6,5.0,1100683812,автоматическая,Оригинал,полный,Левый,2600000,1
седан,BMW,зелёный,2.0,129,бензин,300000,1985,3ER,4.0,1102143228,механическая,Дубликат,задний,Левый,115000,1
седан,BMW,красный,2.5,218,бензин,249000,2008,5ER,4.0,1102004239,автоматическая,Дубликат,задний,Левый,750000,1
лифтбек gran turismo,BMW,чёрный,2.0,184,бензин,19000,2019,3ER,5.0,1102552257,автоматическая,Оригинал,полный,Левый,2990000,1
внедорожник 5 дв.,BMW,серый,3.0,235,дизель,330000,2007,X5,5.0,1102421380,автоматическая,Оригинал,полный,Левый,1250000,1
лифтбек gran turismo,BMW,чёрный,3.0,249,дизель,55000,2019,6ER,5.0,1098511932,автоматическая,Оригинал,полный,Левый,4450000,1
внедорожник 5 дв.,BMW,чёрный,3.0,306,бензин,130150,2012,X6,5.0,1101947460,автоматическая,Оригинал,полный,Левый,1450000,1
внедорожник 5 дв.,BMW,белый,3.0,306,бензин,239125,2008,X6,5.0,1101480772,автоматическая,Оригинал,полный,Левый,1095000,1
седан,BMW,коричневый,2.0,184,бензин,145000,2012,5ER,4.0,1101624206,автоматическая,Дубликат,задний,Левый,1150000,1
лифтбек gran turismo,BMW,белый,2.0,190,дизель,75000,2018,6ER,5.0,1086256200,автоматическая,Оригинал,полный,Левый,3400000,1
внедорожник 5 дв.,BMW,белый,2.0,245,бензин,130000,2013,X3,5.0,1102246731,автоматическая,Оригинал,полный,Левый,1400000,1
седан,BMW,коричневый,3.6,272,бензин,148000,2003,7ER,4.0,1102663422,автоматическая,Оригинал,задний,Левый,750000,1
внедорожник 5 дв.,BMW,синий,2.0,190,дизель,45000,2017,X4,5.0,1102521294,автоматическая,Оригинал,полный,Левый,3099999,1
седан,BMW,синий,2.0,245,бензин,90400,2016,5ER,4.0,1102324452,автоматическая,Оригинал,полный,Левый,2000000,1
внедорожник 5 дв.,BMW,серый,3.0,249,дизель,49000,2018,X6,5.0,1101050434,автоматическая,Оригинал,полный,Левый,4249000,1
хэтчбек 5 дв.,MERCEDES,чёрный,1.6,122,бензин,129000,2013,A_KLASSE,5.0,1101670660,роботизированная,Оригинал,передний,Левый,888000,1
купе,MERCEDES,чёрный,4.0,612,бензин,4000,2018,S_KLASSE_AMG,2.0,1102131535,автоматическая,Оригинал,полный,Левый,12000000,1
седан,MERCEDES,чёрный,3.5,249,бензин,70000,2013,E_KLASSE,4.0,1102497782,автоматическая,Оригинал,задний,Левый,1900000,1
хэтчбек 5 дв.,MERCEDES,серебристый,1.6,82,бензин,130000,2001,A_KLASSE,5.0,1102100809,автоматическая,Оригинал,передний,Левый,200000,1
хэтчбек 5 дв.,MERCEDES,синий,2.0,136,бензин,186500,2008,A_KLASSE,5.0,1102667194,вариатор,Оригинал,передний,Левый,459000,1
седан,MERCEDES,синий,2.4,170,бензин,370000,1998,C_KLASSE,4.0,1095721878,автоматическая,Оригинал,задний,Левый,350000,1
внедорожник 5 дв.,MERCEDES,синий,3.0,249,дизель,95000,2014,GL_KLASSE,5.0,1093134212,автоматическая,Дубликат,полный,Левый,2750000,1
минивэн,MERCEDES,голубой,2.1,150,дизель,245000,2005,VIANO,4.0,1097106020,механическая,Оригинал,задний,Левый,830000,1
универсал 5 дв.,MERCEDES,чёрный,2.1,136,дизель,383000,2007,E_KLASSE,5.0,1102294173,автоматическая,Дубликат,задний,Левый,549000,1
внедорожник 5 дв.,MERCEDES,чёрный,3.0,249,дизель,116000,2014,M_KLASSE,5.0,1102590570,автоматическая,Оригинал,полный,Левый,2470000,1
минивэн long,MERCEDES,серебристый,2.1,150,дизель,419000,2008,VIANO,4.0,1102665608,автоматическая,Оригинал,полный,Левый,1150000,1
седан,MERCEDES,чёрный,2.0,184,бензин,221000,2013,E_KLASSE,4.0,1092013804,автоматическая,Оригинал,задний,Левый,1450000,1
седан,MERCEDES,серый,3.2,231,бензин,325000,1998,S_KLASSE,4.0,1102454069,автоматическая,Дубликат,задний,Левый,635000,1
седан,MERCEDES,чёрный,3.5,272,бензин,145000,2007,E_KLASSE,4.0,1102114261,автоматическая,Оригинал,полный,Левый,750000,1
внедорожник 5 дв.,MERCEDES,чёрный,5.5,388,бензин,187000,2010,GL_KLASSE,5.0,1100444466,автоматическая,Оригинал,полный,Левый,1300000,1
внедорожник 5 дв.,MERCEDES,чёрный,3.0,258,дизель,122800,2013,GL_KLASSE,5.0,1101805663,автоматическая,Оригинал,полный,Левый,2300000,1
седан long,MERCEDES,чёрный,5.5,517,бензин,80000,2011,S_KLASSE,4.0,1099521074,автоматическая,Оригинал,задний,Левый,4790000,1
седан,MERCEDES,серебристый,2.2,150,бензин,325210,1995,C_KLASSE,4.0,1102197602,механическая,Оригинал,задний,Левый,110000,1
универсал 5 дв.,MERCEDES,белый,2.5,204,бензин,127122,2008,C_KLASSE,5.0,1102244607,автоматическая,Оригинал,задний,Левый,550000,1
кабриолет,MERCEDES,серебристый,4.7,455,бензин,10916,2017,S_KLASSE,2.0,1101836999,автоматическая,Оригинал,задний,Левый,9500000,1
седан,MERCEDES,белый,1.6,156,бензин,64400,2015,CLA_KLASSE,4.0,1101821640,роботизированная,Оригинал,передний,Левый,1600000,1
внедорожник 5 дв.,MERCEDES,чёрный,3.0,211,дизель,220000,2010,M_KLASSE,5.0,1102454337,автоматическая,Оригинал,полный,Левый,1200000,1
